network_id,dex_id,network_name,dex_name,factory,router
32,223,ethereumpow,uniwswap,0x633e494C22D163F798b25b0264b92Ac612645731,0x633e494C22D163F798b25b0264b92Ac612645731
32,224,ethereumpow,lfgswap,-,-
32,225,ethereumpow,sushiswap,0xC0AEe478e3658e2610c5F7A4A2E1777cE9e4f2Ac,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
32,226,ethereumpow,shibaswap,0x115934131916C8b277DD010Ee02de363c09d037c,0x03f7724180AA6b939894B5Ca4314783B0b36b329
32,227,ethereumpow,defiswap,-,-
33,228,ethereumfair,uniswap,-,-
33,229,ethereumfair,sushiswap,-,-
33,230,ethereumfair,shibaswap,-,-
33,231,ethereumfair,defiswap,-,-
34,219,canto,slingshotfinance,-,-
35,220,redlightchain,dawnswap,-,-
36,233,godwoken,yokaiswap,-,-
37,232,hsc,puddingswap,-,-
38,238,fuse,voltagefinance,0x1998E4b0F1F922367d8Ec20600ea2b86df55f34E,0xE3F85aAd0c8DD7337427B9dF5d0fB741d65EEEB5
38,239,fuse,elkfinance,0x779407e40Dad9D70Ba5ADc30E45cC3494ec71ad2,0x9a5De8C973c2f64f0f518DE581BcC2aa2dF8A621
38,240,fuse,sushiswap,0x43eA90e2b786728520e4f930d2A71a477BF2737C,0xF4d73326C13a4Fc5FD7A064217e12780e9Bd62c3
39,234,telos,zappy,0x4be5bf2233a0fd2c7d1472487310503ec8e857be,0xb9239af0697c8efb42cba3568424b06753c6da71
39,235,telos,omnidex,0x7a2A35706f5d1CeE2faa8A254dd6F6D7d7Becc25,0xF9678db1CE83f6f51E5df348E2Cc842Ca51EfEc1
39,236,telos,sushiswap,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
39,237,telos,elkfinance,0x47c3163e691966f8c1b93B308A236DDB3C1C592d,0x75840EBB437981a3F3F1F004513821E0CcDCFC21
40,241,kardiachain,kaidex,0xC9567a8B6b622cdc8076C6b4432Ade0e11F50Da1,0xbAFcdabe65A03825a131298bE7670c0aEC77B37f
40,242,kardiachain,becoswap,0x58b54BCDF2aF8a70dD6433EB39b308148261bB49,0x05fF2B0DB69458A0750badebc4f9e13aDd608C7F
41,243,iotex,mimo,0xda257cBe968202Dea212bBB65aB49f174Da58b9D,0x147CdAe2BF7e809b9789aD0765899c06B361C5cE
41,244,iotex,elkfinance,0xF96bE66DA0b9bC9DFD849827b4acfA7e8a6F3C42,0xAEB801BA5Cf1233B2a3765890D4f8f8C8141Fa43
42,245,wanchain,wanswap,-,-
43,246,conflux,swappi,-,-
44,247,cube,capricorn,-,-
45,248,boba,oolongswap,-,-
46,249,meter,voltswap,-,-
47,252,elastos,glidefinance,-,-
48,250,syscoin,pegasys,-,-
50,253,shibchain,shibswap,-,-
52,251,novanetwork,fusion,-,-
53,254,echelon,echswap,-,-
53,255,echelon,defyswap,-,-
