dex_id,network_id,name,created_at,factory,router
176,19,cronusfinance,2022-09-25 15:45:49,0x20570b7bFf86B2f92068622D0805160f318554Be,0x3Bc1F48740a5D6dffAc36FAF4c9905a941509348
177,19,evmoswap,2022-09-25 15:45:49,0xac23640FbB17Af879037216B156b6d6654F7EE82,0xb6b801Aa59970A9247F662F322a5B231503BF126
191,21,defikingdoms,2022-09-25 15:45:50,0x794C07912474351b3134E6D6B3B7b3b4A07cbAAa,0x3C351E1afdd1b1BC44e931E12D4E05D6125eaeCa
192,22,swapr,2022-09-25 15:45:52,0x5D48C95AdfFD4B40c1AAADc4e08fc44117E02179,0xE43e60736b1cb4a75ad25240E2f9a62Bff65c0C0
193,22,honeyswap,2022-09-25 15:45:52,0xA818b4F111Ccac7AA31D0BCc0806d64F2E0737D7,0x1C232F01118CB8B424793ae03F870aa7D0ac7f77
194,22,sushiswap,2022-09-25 15:45:52,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
195,22,baofinance,2022-09-25 15:45:52,0x45DE240fbE2077dd3e711299538A09854FAE9c9b,0x6093AeBAC87d62b1A5a4cEec91204e35020E38bE
202,23,wagyuswap,2022-09-25 15:46:10,N/A,N/A
203,23,astroswap,2022-09-25 15:46:10,N/A,N/A
204,23,jungleswap,2022-09-25 15:46:10,N/A,N/A
196,24,mojitoswap,2022-09-25 15:46:09,0x79855A03426e15Ad120df77eFA623aF87bd54eF3,0x8c8067ed3bC19ACcE28C1953bfC18DC85A2127F7
197,24,kuswap,2022-09-25 15:46:09,0xAE46cBBCDFBa3bE0F02F463Ec5486eBB4e2e65Ae,0xa58350d6dee8441aa42754346860e3545cc83cda
198,24,koffeeswap,2022-09-25 15:46:09,0xc0ffee00000e1439651c6ad025ea2a71ed7f3eab,0xc0ffee0000c824d24e0f280f1e4d21152625742b
199,24,kudex,2022-09-25 15:46:09,N/A,N/A
205,25,cherryswap,2022-09-25 15:46:11,0x709102921812B3276A65092Fe79eDfc76c4D4AFe,0x865bfde337C8aFBffF144Ff4C29f9404EBb22b15
206,25,jswap,2022-09-25 15:46:11,0xd654CbF99F2907F06c88399AE123606121247D5C,0x069A306A638ac9d3a68a6BD8BE898774C073DCb3
207,25,kswap,2022-09-25 15:46:11,0x60DCD4a2406Be12dbe3Bb2AaDa12cFb762A418c1,0xc3364A27f56b95f4bEB0742a7325D67a04D80942
200,26,ubeswap,2022-09-25 15:46:10,0x62d5b84bE28a183aBB507E125B384122D2C25fAE,0xE3D8bd6Aed4F159bc8000a9cD47CffDb95F96121
201,26,sushiswap,2022-09-25 15:46:10,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1421bDe4B10e8dd459b3BCb598810B1337D56842
208,28,lif3,2022-09-25 15:46:21,N/A,N/A
211,29,mistswap,2022-09-25 15:46:28,0x6008247F53395E7be698249770aa1D2bfE265Ca0,0x5d0bF8d8c8b054080E2131D8b260a5c6959411B8
212,29,lawswap,2022-09-25 15:46:28,N/A,N/A
213,29,benswap,2022-09-25 15:46:28,0x8d973bAD782c1FFfd8FcC9d7579542BA7Dd0998D,0xa194133ED572D86fe27796F2feADBAFc062cB9E0
214,29,tangoswap,2022-09-25 15:46:28,N/A,N/A
215,29,muesliswap,2022-09-25 15:46:28,0x72cd8c0B5169Ff1f337E2b8F5b121f8510b52117,0x87786fFa56d47a3862e272E67C82d9d9Fae14347
216,29,emberswap,2022-09-25 15:46:28,0xE62983a68679834eD884B9673Fb6aF13db740fF0,0x217057A8B0bDEb160829c19243A2E03bfe95555a
217,29,tropicalfinance,2022-09-25 15:46:28,0x138504000feaEd02AD75B1e8BDb904f51C445F4C,0xf6aA8520cE2f044f5868d103dfC3b92Eb1B51eC3
218,29,1bch,2022-09-25 15:46:28,N/A,N/A
209,30,sushiswap,2022-09-25 15:46:24,N/A,N/A
210,31,hebeswap,2022-09-25 15:46:25,0x09fafa5eecbc11C3e5d30369e51B7D9aab2f3F53,0xEcBcF5C7aF4c323947CFE982940BA7c9fd207e2b
221,32,uniswap,2022-09-25 15:46:43,N/A,N/A
222,32,powswap,2022-09-25 15:46:43,0x62009bD6349A3A1d7f1bcC7C69492Cd26F1FBF75,0x6851e767Aaa9C4674Fe8cAE95AFCc819b7Fb0403
223,32,uniwswap,2022-09-25 15:46:43,0x633e494C22D163F798b25b0264b92Ac612645731,0x633e494C22D163F798b25b0264b92Ac612645731
224,32,lfgswap,2022-09-25 15:46:43,N/A,N/A
225,32,sushiswap,2022-09-25 15:46:43,0xC0AEe478e3658e2610c5F7A4A2E1777cE9e4f2Ac,0xd9e1cE17f2641f24aE83637ab66a2cca9C378B9F
226,32,shibaswap,2022-09-25 15:46:43,0x115934131916C8b277DD010Ee02de363c09d037c,0x03f7724180AA6b939894B5Ca4314783B0b36b329
227,32,defiswap,2022-09-25 15:46:43,N/A,N/A
228,33,uniswap,2022-09-25 15:46:46,N/A,N/A
229,33,sushiswap,2022-09-25 15:46:46,N/A,N/A
230,33,shibaswap,2022-09-25 15:46:46,N/A,N/A
231,33,defiswap,2022-09-25 15:46:46,N/A,N/A
219,34,slingshotfinance,2022-09-25 15:46:38,N/A,N/A
220,35,dawnswap,2022-09-25 15:46:39,N/A,N/A
233,36,yokaiswap,2022-09-25 15:46:53,N/A,N/A
232,37,puddingswap,2022-09-25 15:46:53,N/A,N/A
238,38,voltagefinance,2022-09-25 15:47:02,0x1998E4b0F1F922367d8Ec20600ea2b86df55f34E,0xE3F85aAd0c8DD7337427B9dF5d0fB741d65EEEB5
239,38,elkfinance,2022-09-25 15:47:02,0x779407e40Dad9D70Ba5ADc30E45cC3494ec71ad2,0x9a5De8C973c2f64f0f518DE581BcC2aa2dF8A621
240,38,sushiswap,2022-09-25 15:47:02,0x43eA90e2b786728520e4f930d2A71a477BF2737C,0xF4d73326C13a4Fc5FD7A064217e12780e9Bd62c3
234,39,zappy,2022-09-25 15:47:01,0x4be5bf2233a0fd2c7d1472487310503ec8e857be,0xb9239af0697c8efb42cba3568424b06753c6da71
235,39,omnidex,2022-09-25 15:47:01,0x7a2A35706f5d1CeE2faa8A254dd6F6D7d7Becc25,0xF9678db1CE83f6f51E5df348E2Cc842Ca51EfEc1
236,39,sushiswap,2022-09-25 15:47:01,0xc35DADB65012eC5796536bD9864eD8773aBc74C4,0x1b02dA8Cb0d097eB8D57A175b88c7D8b47997506
237,39,elkfinance,2022-09-25 15:47:01,0x47c3163e691966f8c1b93B308A236DDB3C1C592d,0x75840EBB437981a3F3F1F004513821E0CcDCFC21
241,40,kaidex,2022-09-25 15:47:07,0xC9567a8B6b622cdc8076C6b4432Ade0e11F50Da1,0xbAFcdabe65A03825a131298bE7670c0aEC77B37f
242,40,becoswap,2022-09-25 15:47:07,0x58b54BCDF2aF8a70dD6433EB39b308148261bB49,0x05fF2B0DB69458A0750badebc4f9e13aDd608C7F
243,41,mimo,2022-09-25 15:47:13,0xda257cBe968202Dea212bBB65aB49f174Da58b9D,0x147CdAe2BF7e809b9789aD0765899c06B361C5cE
244,41,elkfinance,2022-09-25 15:47:13,0xF96bE66DA0b9bC9DFD849827b4acfA7e8a6F3C42,0xAEB801BA5Cf1233B2a3765890D4f8f8C8141Fa43
245,42,wanswap,2022-09-25 15:47:14,N/A,N/A
246,43,swappi,2022-09-25 15:47:15,N/A,N/A
247,44,capricorn,2022-09-25 15:47:17,N/A,N/A
248,45,oolongswap,2022-09-25 15:47:20,N/A,N/A
249,46,voltswap,2022-09-25 15:47:30,N/A,N/A
252,47,glidefinance,2022-09-25 15:47:33,N/A,N/A
250,48,pegasys,2022-09-25 15:47:31,N/A,N/A
253,50,shibswap,2022-09-25 15:47:34,N/A,N/A
251,52,fusion,2022-09-25 15:47:33,N/A,N/A
254,53,echswap,2022-09-25 15:47:35,N/A,N/A
255,53,defyswap,2022-09-25 15:47:35,N/A,N/A
256,54,kekswap,2022-09-27 12:04:40,N/A,N/A
257,54,frogswap,2022-09-27 12:04:40,N/A,N/A
